4639,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
5095,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0
9077,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
16510,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
17131,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
17259,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
19472,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0
38892,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
47879,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
48188,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
48216,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
48290,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
48435,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0
48680,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0
48709,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
49123,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
49467,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0
49616,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
49926,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
50013,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
50144,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
50313,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
50550,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
51035,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
51089,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
51131,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
51432,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0
51649,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0
51717,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0
52002,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0
52012,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
52230,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0
52375,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
52477,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
52729,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0
53095,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
53262,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0
53576,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0
53578,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
53793,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0
53952,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
54668,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1
54869,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
54890,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
54899,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0
54901,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
54915,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0
55012,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
55015,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0
55024,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0
55030,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
55034,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
55062,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0
55068,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0
55106,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
55162,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
55177,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0
55195,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
55226,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1
55236,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0
55245,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
55260,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0
55261,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
55286,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
55338,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0
55343,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
55344,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0
55348,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0
55353,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0
55368,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0
55372,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0
55385,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0
55400,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0
55419,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
55427,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
55481,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0
55506,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
55509,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
55537,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
55542,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0
55564,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0
55602,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0
55648,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
55659,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
55662,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
55670,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0
55692,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0
55699,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
55720,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0
55757,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
55764,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0
55795,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0
55804,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0
55814,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
55862,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0
55863,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0
55881,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0
55905,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0
55935,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0
55962,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0
55964,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1
55988,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0
55993,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0
56031,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0
56039,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0
56062,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
56076,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0
56100,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0
56105,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0
56111,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
56114,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0
56117,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1
56123,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0
56158,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
56199,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
